Episode,Epsilon,Episode Reward,Mean Reward
73,0.886776770919474,-352,-224.48648648648648
74,0.8865994155652902,0,-221.49333333333334
75,0.8864220956821771,-345,-223.1184210526316
76,0.8862448112630407,-57,-220.96103896103895
77,0.8860675623007881,-32,-218.53846153846155
78,0.885890348788328,21,-215.50632911392404
79,0.8857131707185703,-464,-218.6125
80,0.8855360280844266,-301,-219.62962962962962
81,0.8853589208788097,-319,-220.84146341463415
82,0.885181849094634,12,-218.03614457831324
83,0.8850048127248151,-374,-219.89285714285714
84,0.8848278117622702,-406,-222.08235294117648
85,0.8846508461999177,20,-219.2674418604651
86,0.8844739160306778,-380,-221.11494252873564
87,0.8842970212474717,-20,-218.82954545454547
88,0.8841201618432222,11,-216.24719101123594
89,0.8839433378108535,-44,-214.33333333333334
90,0.8837665491432914,7,-211.9010989010989
91,0.8835897958334628,-493,-214.95652173913044
92,0.8834130778742961,-335,-216.247311827957
93,0.8832363952587213,-59,-214.5744680851064
94,0.8830597479796696,-302,-215.49473684210525
95,0.8828831360300736,-28,-213.54166666666666
96,0.8827065594028676,23,-211.10309278350516
97,0.882530018090987,-333,-212.3469387755102
98,0.8823535120873688,21,-209.989898989899
99,0.8821770413849513,-325,-211.14
100,0.8820006059766744,25,-206.65
101,0.881824205855479,10,-202.27
102,0.8816478410143079,-27,-199.43
103,0.8814715114461051,-300,-199.37
104,0.881295217143816,15,-195.71
105,0.8811189581003872,-415,-199.62
106,0.8809427343087671,-334,-199.96
107,0.8807665457619054,-52,-197.25
108,0.8805903924527531,17,-196.8
109,0.8804142743742626,-325,-197.05
110,0.8802381915193878,23,-196.88
111,0.880062143881084,-302,-199.57
112,0.8798861314523078,-110,-200.8
113,0.8797101542260173,-77,-197.53
114,0.8795342121951721,18,-193.47
115,0.8793583053527331,10,-193.57
116,0.8791824336916625,-397,-194.27
117,0.8790065972049241,-303,-194.3
118,0.8788307958854832,-394,-198.45
119,0.8786550297263062,-323,-201.29
120,0.8784792987203609,-28,-198.12
121,0.8783036028606168,-364,-196.84
122,0.8781279421400447,-20,-193.92
123,0.8779523165516168,11,-190.01
124,0.8777767260883065,-315,-192.21
125,0.8776011707430889,-28,-189.34
126,0.8774256505089403,-316,-192.45
127,0.8772501653788385,20,-189.23
128,0.8770747153457628,-383,-193.11
129,0.8768993004026936,5,-191.96
130,0.876723920542613,-360,-192.42
131,0.8765485757585045,-305,-191.91
132,0.8763732660433529,23,-187.96
133,0.8761979913901442,-302,-187.16
134,0.8760227517918662,-7,-183.56
135,0.8758475472415078,-77,-179.57
136,0.8756723777320595,24,-174.55
137,0.8754972432565131,-41,-171.82
138,0.8753221438078619,-400,-172.53
139,0.8751470793791003,-321,-175.5
140,0.8749720499632245,-320,-175.45
141,0.874797055553232,-301,-174.81
142,0.8746220961421213,-323,-175.03
143,0.8744471717228929,5,-175.19
144,0.8742722822885484,-8,-171.93
145,0.8740974278320907,24,-171.91
146,0.8739226083465242,-431,-176.4
147,0.8737478238248549,-57,-173.58
148,0.87357307426009,13,-171.45
149,0.873398359645238,24,-171.46
150,0.873223679973309,11,-168.13
151,0.8730490352373144,23,-166.17
152,0.8728744254302669,-409,-170.31
153,0.872699850545181,-343,-172.95
154,0.872525310575072,-385,-177.0
155,0.872350805512957,-331,-176.89
156,0.8721763353518543,-353,-176.12
157,0.872001900084784,-18,-176.45
158,0.871827499704767,-160,-174.9
159,0.871653134204826,16,-171.48
160,0.8714788035779851,11,-171.23
161,0.8713045078172695,3,-171.44
162,0.8711302469157061,-347,-171.44
163,0.870956020866323,-315,-174.56
164,0.8707818296621497,8,-170.77
165,0.8706076732962172,21,-167.52
166,0.870433551761558,-449,-168.87
167,0.8702594650512058,-340,-171.2
168,0.8700854131581955,10,-167.74
169,0.8699113960755639,-363,-171.53
170,0.8697374137963488,-424,-172.66
171,0.8695634663135896,3,-169.44
172,0.8693895536203269,-362,-171.46
173,0.8692156757096028,-31,-168.25
174,0.8690418325744609,8,-168.17
175,0.868868024207946,-427,-168.99
176,0.8686942506031043,25,-168.17
177,0.8685205117529837,-301,-170.86
178,0.8683468076506331,-301,-174.08
179,0.868173138289103,24,-169.2
180,0.8679995036614452,13,-166.06
181,0.8678259037607129,-310,-165.97
182,0.8676523385799607,-389,-169.98
183,0.8674788081122448,8,-166.16
184,0.8673053123506224,-305,-165.15
185,0.8671318512881523,-360,-168.95
186,0.8669584249178947,18,-164.97
187,0.8667850332329111,-7,-164.84
188,0.8666116762262646,-338,-168.33
189,0.8664383538910193,-374,-171.63
190,0.8662650662202411,-375,-175.45
191,0.8660918132069971,-19,-170.71
192,0.8659185948443557,-320,-170.56
193,0.8657454111253868,-334,-173.31
194,0.8655722620431617,-306,-173.35
195,0.8653991475907531,-61,-173.68
196,0.865226067761235,-320,-177.11
197,0.8650530225476828,-343,-177.21
198,0.8648800119431733,-9,-177.51
199,0.8647070359407847,-306,-177.32
200,0.8645340945335965,25,-177.32
201,0.8643611877146898,-308,-180.5
202,0.8641883154771469,11,-180.12
203,0.8640154778140515,-40,-177.52
204,0.8638426747184887,-200,-179.67
205,0.8636699061835451,-30,-175.82
206,0.8634971722023084,-307,-175.55
207,0.863324472767868,-305,-178.08
208,0.8631518078733144,-200,-180.25
209,0.8629791775117397,25,-176.75
210,0.8628065816762374,19,-176.79
211,0.8626340203599021,0,-173.77
212,0.8624614935558301,-344,-176.11
213,0.8622890012571189,15,-175.19
214,0.8621165434568675,-310,-178.47
215,0.8619441201481761,-497,-183.54
216,0.8617717313241465,-44,-180.01
217,0.8615993769778817,-163,-178.61
218,0.8614270571024861,10,-174.57
219,0.8612547716910657,-328,-174.62
220,0.8610825207367275,-13,-174.47
221,0.8609103042325802,-373,-174.56
222,0.8607381221717337,-34,-174.7
223,0.8605659745472994,-356,-178.37
224,0.86039386135239,-308,-178.3
225,0.8602217825801196,-334,-181.36
226,0.8600497382236036,21,-177.99
227,0.859877728275959,-9,-178.28
228,0.8597057527303038,-53,-174.98
229,0.8595338115797577,-83,-175.86
230,0.8593619048174418,-497,-177.23
231,0.8591900324364783,-64,-174.82
232,0.859018194429991,-302,-178.07
233,0.858846390791105,-316,-178.21
234,0.8586746215129468,-10,-178.24
235,0.8585028865886443,-361,-181.08
236,0.8583311860113265,-302,-184.34
237,0.8581595197741243,-323,-187.16
238,0.8579878878701694,-6,-183.22
239,0.8578162902925954,-361,-183.62
240,0.857644727034537,-406,-184.48
241,0.8574731980891301,-1,-181.48
242,0.8573017034495123,-468,-182.93
243,0.8571302431088224,-56,-183.54
244,0.8569588170602006,-300,-186.46
245,0.8567874252967885,-34,-187.04
246,0.8566160678117292,-307,-185.8
247,0.8564447445981669,-301,-188.24
248,0.8562734556492473,-41,-188.78
249,0.8561022009581174,-135,-190.37
250,0.8559309805179258,-331,-193.79
251,0.8557597943218223,-200,-196.02
252,0.855588642362958,-200,-193.93
253,0.8554175246344854,-4,-190.54
254,0.8552464411295585,-47,-187.16
255,0.8550753918413326,-374,-187.59
256,0.8549043767629644,-383,-187.89
257,0.8547333958876118,-8,-187.79
258,0.8545624492084343,-496,-191.15
259,0.8543915367185926,-82,-192.13
260,0.8542206584112488,19,-192.05
261,0.8540498142795666,-335,-195.43
262,0.8538790043167107,-306,-195.02
263,0.8537082285158474,-326,-195.13
264,0.8535374868701442,-138,-196.59
265,0.8533667793727702,17,-196.63
266,0.8531961060168957,-337,-195.51
267,0.8530254667956924,4,-192.07
268,0.8528548617023333,-370,-195.87
269,0.8526842907299929,-317,-195.41
270,0.8525137538718469,20,-190.97
271,0.8523432511210726,-85,-191.85
272,0.8521727824708484,-300,-191.23
273,0.8520023479143543,-319,-194.11
274,0.8518319474447714,-326,-197.45
275,0.8516615810552824,7,-193.11
276,0.8514912487390714,-448,-197.84
277,0.8513209504893237,-45,-195.28
278,0.8511506862992259,21,-192.06
279,0.850980456161966,-8,-192.38
280,0.8508102600707337,12,-192.39
281,0.8506400980187195,-339,-192.68
282,0.8504699699991158,-2,-188.81
283,0.850299876005116,-307,-191.96
284,0.850129816029915,-95,-189.86
285,0.8499597900667091,-306,-189.32
286,0.8497897981086957,-482,-194.32
287,0.849619840149074,-410,-198.35
288,0.8494499161810442,-315,-198.12
289,0.849280026197808,-381,-198.19
290,0.8491101701925684,-382,-198.26
291,0.8489403481585299,-354,-201.61
292,0.8487705600888983,-200,-200.41
293,0.8486008059768805,12,-196.95
294,0.8484310858156852,-305,-196.94
295,0.8482613995985221,-79,-197.12
296,0.8480917473186024,22,-193.7
297,0.8479221289691387,-79,-191.06
298,0.8477525445433448,-34,-191.31
299,0.8475829940344362,-390,-192.15
300,0.8474134774356293,-384,-196.24
301,0.8472439947401422,-24,-193.4
302,0.8470745459411942,-357,-197.08
303,0.846905131032006,-470,-201.38
304,0.8467357500057997,-66,-200.04
305,0.8465664028557985,-78,-200.52
306,0.8463970895752274,-39,-197.84
307,0.8462278101573124,-106,-195.85
308,0.846058564595281,-439,-198.24
309,0.8458893528823619,-51,-199.0
310,0.8457201750117854,-320,-202.39
311,0.8455510309767831,24,-202.15
312,0.8453819207705877,-353,-202.24
313,0.8452128443864336,-300,-205.39
314,0.8450438018175563,-318,-205.47
315,0.8448747930571928,-352,-204.02
316,0.8447058180985814,-463,-208.21
317,0.8445368769349617,-349,-210.07
318,0.8443679695595747,10,-210.07
319,0.8441990959656628,-457,-211.36
320,0.8440302561464696,-106,-212.29
321,0.8438614500952404,-23,-208.79
322,0.8436926778052214,-450,-212.95
323,0.8435239392696604,-366,-213.05
324,0.8433552344818065,-309,-213.06
325,0.8431865634349102,-300,-212.72
326,0.8430179261222231,-408,-217.01
327,0.8428493225369987,-11,-217.03
328,0.8426807526724913,-480,-221.3
329,0.8425122165219568,-200,-222.47
330,0.8423437140786525,-373,-221.23
331,0.8421752453358368,-330,-223.89
332,0.8420068102867696,-41,-221.28
333,0.8418384089247123,-311,-221.23
334,0.8416700412429273,-74,-221.87
335,0.8415017072346788,-10,-218.36
336,0.8413334068932319,-466,-220.0
337,0.8411651402118533,-38,-217.15
338,0.8409969071838109,-316,-220.25
339,0.8408287078023742,-200,-218.64
340,0.8406605420608138,-316,-217.74
341,0.8404924099524016,-119,-218.92
342,0.8403243114704111,-314,-217.38
343,0.840156246608117,-310,-219.92
344,0.8399882153587954,23,-216.69
345,0.8398202177157237,7,-216.28
346,0.8396522536721805,23,-212.98
347,0.8394843232214462,-25,-210.22
348,0.8393164263568019,-28,-210.09
349,0.8391485630715306,-382,-212.56
350,0.8389807333589163,-200,-211.25
351,0.8388129372122446,7,-209.18
352,0.8386451746248021,0,-207.18
353,0.8384774455898772,-307,-210.21
354,0.8383097501007593,-387,-213.61
355,0.8381420881507391,-411,-213.98
356,0.8379744597331089,22,-209.93
357,0.8378068648411623,-358,-213.43
358,0.837639303468194,-371,-212.18
359,0.8374717756075004,5,-211.31
360,0.8373042812523789,-305,-214.55
361,0.8371368203961285,10,-211.1
362,0.8369693930320493,-345,-211.49
363,0.8368019991534429,-200,-210.23
364,0.8366346387536122,-83,-209.68
365,0.8364673118258615,-322,-213.07
366,0.8363000183634964,24,-209.46
367,0.8361327583598237,-418,-213.68
368,0.8359655318081518,-73,-210.71
369,0.8357983387017902,-7,-207.61
370,0.8356311790340498,-302,-210.83
371,0.835464052798243,-406,-214.04
372,0.8352969599876834,-310,-214.14
373,0.8351299005956858,-200,-212.95
374,0.8349628746155667,-360,-213.29
375,0.8347958820406436,-400,-217.36
376,0.8346289228642355,-200,-214.88
377,0.8344619970796627,-320,-217.63
378,0.8342951046802468,-450,-222.34
379,0.8341282456593108,-7,-222.33
380,0.8339614200101789,21,-222.24
381,0.8337946277261769,24,-218.61
382,0.8336278688006317,-318,-221.77
383,0.8334611432268716,-305,-221.75
384,0.8332944509982262,-388,-224.68
385,0.8331277921080266,22,-221.4
386,0.832961166549605,-117,-217.75
387,0.832794574316295,23,-213.42
388,0.8326280154014317,-52,-210.79
389,0.8324614897983514,-200,-208.98
390,0.8322949975003918,-337,-208.53
391,0.8321285385008917,21,-204.78
392,0.8319621127931915,-47,-203.25
393,0.8317957203706329,-353,-206.9
394,0.8316293612265587,-152,-205.37
395,0.8314630353543134,-301,-207.59
396,0.8312967427472426,-37,-208.18
397,0.8311304833986932,-328,-210.67
398,0.8309642573020135,-364,-213.97
399,0.8307980644505532,-342,-213.49
400,0.830631904837663,-313,-212.78
401,0.8304657784566956,-301,-215.55
402,0.8302996853010043,-200,-213.98
403,0.8301336253639441,-328,-212.56
404,0.8299675986388713,-301,-214.91
405,0.8298016051191435,-364,-217.77
406,0.8296356447981197,-27,-217.65
407,0.8294697176691601,-458,-221.17
408,0.8293038237256263,-389,-220.67
409,0.8291379629608812,-340,-223.56
410,0.828972135368289,-333,-223.69
411,0.8288063409412153,-302,-226.95
412,0.8286405796730271,-300,-226.42
413,0.8284748515570924,20,-223.22
414,0.8283091565867811,-401,-224.05
415,0.8281434947554637,22,-220.31
416,0.8279778660565126,-200,-217.68
417,0.8278122704833013,17,-214.02
418,0.8276467080292047,-346,-217.58
419,0.8274811786875989,-439,-217.4
420,0.8273156824518614,-9,-216.43
421,0.827150219315371,21,-215.99
422,0.826984789271508,-47,-211.96
423,0.8268193923136536,22,-208.08
424,0.826654028435191,-471,-209.7
425,0.8264886976295039,-300,-209.7
426,0.826323399889978,-322,-208.84
427,0.82615813521,-5,-208.78
428,0.8259929035829581,-34,-204.32
429,0.8258277050022415,6,-202.26
430,0.825662539461241,3,-198.5
431,0.8254974069533488,-305,-198.25
432,0.8253323074719582,17,-197.67
433,0.8251672410104638,-40,-194.96
434,0.8250022075622617,-308,-197.3
435,0.8248372071207493,-11,-197.31
436,0.8246722396793251,-498,-197.63
437,0.8245073052313893,-422,-201.47
438,0.824342403770343,-314,-201.45
439,0.8241775352895889,-331,-202.76
440,0.824012699782531,-88,-200.48
441,0.8238478972425745,-110,-200.39
442,0.823683127663126,-329,-200.54
443,0.8235183910375934,-417,-201.61
444,0.8233536873593859,-324,-205.08
445,0.823189016621914,-358,-208.73
446,0.8230243788185897,-487,-213.83
447,0.822859773942826,-338,-216.96
448,0.8226952019880374,17,-216.51
449,0.8225306629476398,-301,-215.7
450,0.8223661568150502,-200,-215.7
451,0.8222016835836872,-2,-215.79
452,0.8220372432469705,-69,-216.48
453,0.821872835798321,-346,-216.87
454,0.8217084612311614,-394,-216.94
455,0.8215441195389152,-5,-212.88
456,0.8213798107150074,-35,-213.45
457,0.8212155347528645,16,-209.71
458,0.821051291645914,-34,-206.34
459,0.8208870813875848,16,-206.23
460,0.8207229039713073,-37,-203.55
461,0.820558759390513,-328,-206.93
462,0.8203946476386349,-20,-203.68
463,0.8202305687091072,-8,-201.76
464,0.8200665225953654,11,-200.82
465,0.8199025092908463,-330,-200.9
466,0.8197385287889881,-5,-201.19
467,0.8195745810832303,-329,-200.3
468,0.8194106661670137,-200,-201.57
469,0.8192467840337804,-318,-204.68
470,0.8190829346769737,-493,-206.59
471,0.8189191180900383,2,-202.51
472,0.8187553342664202,-315,-202.56
473,0.8185915831995669,-28,-200.84
474,0.8184278648829271,-200,-199.24
475,0.8182641793099505,-328,-198.52
476,0.8181005264740886,-424,-200.76
477,0.8179369063687938,-5,-197.61
478,0.81777331898752,-342,-196.53
479,0.8176097643237226,-7,-196.53
480,0.8174462423708578,-332,-200.06
481,0.8172827531223836,-301,-203.31
482,0.8171192965717592,-388,-204.01
483,0.8169558727124449,-87,-201.83
484,0.8167924815379024,-344,-201.39
485,0.8166291230415949,-32,-201.93
486,0.8164657972169865,-11,-200.87
487,0.8163025040575431,-357,-204.67
488,0.8161392435567316,-373,-207.88
489,0.8159760157080203,-321,-209.09
490,0.8158128205048787,-306,-208.78
491,0.8156496579407777,-308,-212.07
492,0.8154865280091895,-200,-213.6
493,0.8153234307035877,-32,-210.39
494,0.815160366017447,-119,-210.06
495,0.8149973339442436,-43,-207.48
496,0.8148343344774547,-345,-210.56
497,0.8146713676105592,-10,-207.38
498,0.8145084333370372,9,-203.65
499,0.8143455316503697,-323,-203.46
500,0.8141826625440397,20,-200.13
501,0.8140198260115309,-328,-200.4
502,0.8138570220463286,-397,-202.37
503,0.8136942506419194,-445,-203.54
504,0.813531511791791,-432,-204.85
505,0.8133688054894326,-3,-201.24
506,0.8132061317283347,-300,-203.97
507,0.813043490501989,-75,-200.14
508,0.8128808818038886,-200,-198.25
509,0.8127183056275279,-350,-198.35
510,0.8125557619664024,-60,-195.62
511,0.8123932508140091,-82,-193.42
512,0.8122307721638463,-324,-193.66
513,0.8120683260094136,-452,-198.38
514,0.8119059123442117,-335,-197.72
515,0.8117435311617429,-419,-202.13
516,0.8115811824555106,-5,-200.18
517,0.8114188662190195,1,-200.34
518,0.8112565824457757,-311,-199.99
519,0.8110943311292865,-365,-199.25
520,0.8109321122630607,13,-199.03
521,0.8107699258406081,-360,-202.84
522,0.8106077718554401,-386,-206.23
523,0.810445650301069,-324,-209.69
524,0.8102835611710087,-342,-208.4
525,0.8101215044587745,-53,-205.93
526,0.8099594801578828,-36,-203.07
527,0.8097974882618512,-395,-206.97
528,0.8096355287641989,-200,-208.63
529,0.8094736016584461,-312,-211.81
530,0.8093117069381144,-463,-216.47
531,0.8091498445967268,-80,-214.22
532,0.8089880146278075,-306,-217.45
533,0.8088262170248819,-148,-218.53
534,0.808664451781477,-380,-219.25
535,0.8085027188911207,24,-218.9
536,0.8083410183473425,-1,-213.93
537,0.808179350143673,-308,-212.79
538,0.8080177142736443,-336,-213.01
539,0.8078561107307897,14,-209.56
540,0.8076945395086436,-325,-211.93
541,0.8075330006007418,2,-210.81
542,0.8073714940006217,-302,-210.54
543,0.8072100197018216,-334,-209.71
544,0.8070485776978813,-1,-206.48
545,0.8068871679823417,-401,-206.91
546,0.8067257905487453,10,-201.94
547,0.8065644453906355,-33,-198.89
548,0.8064031325015575,-200,-201.06
549,0.8062418518750571,-24,-198.29
550,0.8060806035046821,-311,-199.4
551,0.8059193873839812,-326,-202.64
552,0.8057582035065044,-477,-206.72
553,0.8055970518658031,-343,-206.69
554,0.80543593245543,-54,-203.29
555,0.8052748452689389,-320,-206.44
556,0.8051137902998852,-100,-207.09
557,0.8049527675418252,-200,-209.25
558,0.8047917769883168,-360,-212.51
559,0.8046308186329192,-312,-215.79
560,0.8044698924691926,-23,-215.65
561,0.8043089984906988,-404,-216.41
562,0.8041481366910007,3,-216.18
563,0.8039873070636625,-401,-220.11
564,0.8038265096022498,0,-220.22
565,0.8036657443003293,-70,-217.62
566,0.8035050111514693,-200,-219.57
567,0.803344310149239,-407,-220.35
568,0.8031836412872092,-362,-221.97
569,0.8030230045589518,-375,-222.54
570,0.8028623999580401,19,-217.42
571,0.8027018274780485,-315,-220.59
572,0.8025412871125529,-386,-221.3
573,0.8023807788551304,-2,-221.04
574,0.8022203026993594,-310,-222.14
575,0.8020598586388196,11,-218.75
576,0.8018994466670918,-346,-217.97
577,0.8017390667777584,-104,-218.96
578,0.8015787189644029,-1,-215.55
579,0.8014184032206101,-200,-217.48
580,0.801258119539966,16,-214.0
581,0.801097867916058,-5,-211.04
582,0.8009376483424748,-14,-207.3
583,0.8007774608128063,-345,-209.88
584,0.8006173053206438,5,-206.39
585,0.8004571818595797,-18,-206.25
586,0.8002970904232078,-353,-209.67
587,0.8001370310051232,-362,-209.72
588,0.7999770035989222,23,-205.76
589,0.7998170081982025,-331,-205.86
590,0.7996570447965629,22,-202.58
591,0.7994971133876035,-358,-203.08
592,0.7993372139649261,-405,-205.13
593,0.7991773465221331,11,-204.7
594,0.7990175110528287,-322,-206.73
595,0.7988577075506181,-59,-206.89
596,0.798697936009108,-300,-206.44
597,0.7985381964219062,-310,-209.44
598,0.7983784887826217,4,-209.49
599,0.7982188130848652,-200,-208.26
600,0.7980591693222483,12,-208.34
601,0.7978995574883838,21,-204.85
602,0.7977399775768862,-370,-204.58
603,0.7975804295813709,-200,-202.13
604,0.7974209134954546,19,-197.62
605,0.7972614293127556,-38,-197.97
606,0.797101977026893,-325,-198.22
607,0.7969425566314876,-200,-199.47
608,0.7967831681201614,25,-197.22
609,0.7966238114865374,-321,-196.93
610,0.7964644867242401,-200,-198.33
611,0.7963051938268952,25,-197.26
612,0.7961459327881298,14,-193.88
613,0.7959867036015722,-301,-192.37
614,0.7958275062608519,-323,-192.25
615,0.7956683407595997,-448,-192.54
616,0.7955092070914478,-494,-197.43
617,0.7953501052500295,-406,-201.5
618,0.7951910352289795,-7,-198.46
619,0.7950319970219337,-363,-198.44
620,0.7948729906225294,-441,-202.98
621,0.7947140160244048,-304,-202.42
622,0.7945550732212,-313,-201.69
623,0.7943961622065557,-424,-202.69
624,0.7942372829741144,-317,-202.44
625,0.7940784355175197,14,-201.77
626,0.7939196198304161,20,-201.21
627,0.7937608359064501,17,-197.09
628,0.7936020837392688,22,-194.87
629,0.793443363322521,-151,-193.26
630,0.7932846746498565,-351,-192.14
631,0.7931260177149265,23,-191.11
632,0.7929673925113836,-41,-188.46
633,0.7928087990328814,-47,-187.45
634,0.7926502372730748,18,-183.47
635,0.7924917072256202,-440,-188.11
636,0.7923332088841751,-200,-190.1
637,0.7921747422423984,-34,-187.36
638,0.7920163072939499,-1,-184.01
639,0.7918579040324911,-86,-185.01
640,0.7916995324516847,7,-181.69
641,0.7915411925451944,-200,-183.71
642,0.7913828843066854,-339,-184.08
643,0.7912246077298241,18,-180.56
644,0.7910663628082781,16,-180.39
645,0.7909081495357165,-57,-176.95
646,0.7907499679058094,-16,-177.21
647,0.7905918179122283,-403,-180.91
648,0.7904336995486458,-415,-183.06
649,0.7902756128087361,10,-182.72
650,0.7901175576861744,13,-179.48
651,0.7899595341746372,-57,-176.79
652,0.7898015422678022,14,-171.88
653,0.7896435819593487,-93,-169.38
654,0.7894856532429568,-401,-172.85
655,0.7893277561123082,-17,-169.82
656,0.7891698905610858,-200,-170.82
657,0.7890120565829736,-66,-169.48
658,0.788854254171657,-96,-166.84
659,0.7886964833208226,-372,-167.44
660,0.7885387440241585,-330,-170.51
661,0.7883810362753536,7,-166.4
662,0.7882233600680986,-11,-166.54
663,0.7880657153960849,-80,-163.33
664,0.7879081022530058,-300,-166.33
665,0.7877505206325552,-333,-168.96
666,0.7875929705284287,25,-166.71
667,0.7874354519343231,-315,-165.79
668,0.7872779648439362,-27,-162.44
669,0.7871205092509674,9,-158.6
670,0.7869630851491173,22,-158.57
671,0.7868056925320874,-408,-159.5
672,0.786648331393581,-391,-159.55
673,0.7864910017273024,-10,-159.63
674,0.7863337035269569,-381,-160.34
675,0.7861764367862515,-424,-164.69
676,0.7860192014988943,-32,-161.55
677,0.7858619976585945,-12,-160.63
678,0.7857048252590628,23,-160.39
679,0.785547684294011,-355,-161.94
680,0.7853905747571522,-462,-166.72
681,0.7852334966422009,16,-166.51
682,0.7850764499428724,22,-166.15
683,0.7849194346528838,-351,-166.21
684,0.7847624507659533,-303,-169.29
685,0.7846054982758002,-378,-172.89
686,0.784448577176145,-388,-173.24
687,0.7842916874607098,1,-169.61
688,0.7841348291232176,18,-169.66
689,0.783978002157393,-167,-168.02
690,0.7838212065569615,-86,-169.1
691,0.7836644423156501,-164,-167.16
692,0.7835077094271871,-86,-163.97
693,0.7833510078853017,-40,-164.48
694,0.7831943376837246,-345,-164.71
695,0.7830376988161879,-93,-165.05
696,0.7828810912764247,-337,-165.42
697,0.7827245150581694,-327,-165.59
698,0.7825679701551578,-12,-165.75
699,0.7824114565611268,-44,-164.19
700,0.7822549742698146,-302,-167.33
701,0.7820985232749607,-171,-169.25
702,0.7819421035703057,-300,-168.55
703,0.7817857151495916,-300,-169.55
704,0.7816293580065617,-305,-172.79
705,0.7814730321349604,-200,-174.41
706,0.7813167375285335,-40,-171.56
707,0.7811604741810277,4,-169.52
708,0.7810042420861916,-200,-171.77
709,0.7808480412377743,-424,-172.8
710,0.7806918716295268,-7,-170.87
711,0.7805357332552009,-409,-175.21
712,0.7803796261085498,-304,-178.39
713,0.7802235501833281,-311,-178.49
714,0.7800675054732915,-327,-178.53
715,0.7799114919721969,-377,-177.82
716,0.7797555096738025,-354,-176.42
717,0.7795995585718677,24,-172.12
718,0.7794436386601533,-320,-175.25
719,0.7792877499324213,-355,-175.17
720,0.7791318923824349,24,-170.52
721,0.7789760660039584,-35,-167.83
722,0.7788202707907577,-410,-168.8
723,0.7786645067365995,-325,-167.81
724,0.7785087738352522,15,-164.49
725,0.7783530720804852,-300,-167.63
726,0.7781974014660691,-152,-169.35
727,0.7780417619857759,-366,-173.18
728,0.7778861536333788,-302,-176.42
